crsp_portno,cik,accession,tsr_filingdate_first,tsr_reportdate_first,tsr_score,phrase_hits,anchor_hits,ncsr_html,filing_dir,evidence_snippet
1000001,81443,0001193125-24-213986,2024-09-05,2024-06-30,9844,ML_PROBA=0.984388,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000081443/2024-06-30/000119312524213986/d874101dncsr.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000081443/2024-06-30/000119312524213986,"ITEM 1. REPORTS TO STOCKHOLDERS. CLASS I : AUUIX JUNE 30, 2024 SCAN ME PLEASE SCAN QR CODE FOR FUND INFORMATION AB SELECT US EQUITY PORTFOLIO ANNUAL SHAREHOLDER REPORT THIS ANNUAL SHAREHOLDER REPORT CONTAINS IMPORTANT INFORMATION ABOUT THE AB SELECT US EQUITY PORTFOLIO (THE ""FUND"") FOR THE PERIOD OF JULY 1, 2023 TO JUNE 30, 2"
1000045,1112996,0000898430-24-000945,2024-11-06,2024-08-31,9624,ML_PROBA=0.962389,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0001112996/2024-08-31/000089843024000945/8dcfe8824d2d943.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0001112996/2024-08-31/000089843024000945,"EHOLDERS PURSUANT TO RULE 30E-1 UNDER THE INVESTMENT COMPANY ACT OF 1940, AS AMENDED (THE ""ACT"") IS AS FOLLOWS: INVESCO AMERICAN FRANCHISE FUND CLASS A : VAFAX ANNUAL SHAREHOLDER REPORT | AUGUST 31, 2024 THIS ANNUAL SHAREHOLDER REPORT CONTAINS IMPORTANT INFORMATION ABOUT INVESCO AMERICAN FRANCHISE FUND (THE “FUND”) FOR THE PERIOD SEPTEMBER 1,"
1000052,725781,0001145549-25-045432,2025-07-02,2025-04-30,9472,ML_PROBA=0.947229,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000725781/2025-04-30/000114554925045432/8ddb923acdac8f6.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000725781/2025-04-30/000114554925045432,"ED TO SHAREHOLDERS PURSUANT TO RULE 30E-1 UNDER THE INVESTMENT COMPANY ACT OF 1940, AS AMENDED (THE ""ACT"") IS AS FOLLOWS: INVESCO COMSTOCK FUND CLASS A : ACSTX ANNUAL SHAREHOLDER REPORT | APRIL 30, 2025 THIS ANNUAL SHAREHOLDER REPORT CONTAINS IMPORTANT INFORMATION ABOUT INVESCO COMSTOCK FUND (THE “FUND”) FOR THE PERIOD MAY 1, 2024 TO APRIL 30,"
1000103,44402,0000898432-24-000879,2024-11-07,2024-08-31,9601,ML_PROBA=0.960145,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000044402/2024-08-31/000089843224000879/ncsr-nbef-updated.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000044402/2024-08-31/000089843224000879,"O4217:USD XBRLI:SHARES ISO4217:USD XBRLI:SHARES XBRLI:PURE UTR:D NEUBERGERBERMAN:HOLDING 0000044402 2023-09-01 2024-08-31 NEUBERGER BERMAN DIVIDEND GROWTH FUND ANNUAL SHAREHOLDER REPORT AUGUST 31, 2024 INSTITUTIONAL CLASS : NDGIX THIS ANNUAL SHAREHOLDER REPORT CONTAINS IMPORTANT INFORMATION ABOUT THE FUND FOR THE PERIOD OF SEPTEMBER 1, 2023 TO"
1000111,725781,0001145549-25-045432,2025-07-02,2025-04-30,9472,ML_PROBA=0.947229,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000725781/2025-04-30/000114554925045432/8ddb923acdac8f6.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000725781/2025-04-30/000114554925045432,"ED TO SHAREHOLDERS PURSUANT TO RULE 30E-1 UNDER THE INVESTMENT COMPANY ACT OF 1940, AS AMENDED (THE ""ACT"") IS AS FOLLOWS: INVESCO COMSTOCK FUND CLASS A : ACSTX ANNUAL SHAREHOLDER REPORT | APRIL 30, 2025 THIS ANNUAL SHAREHOLDER REPORT CONTAINS IMPORTANT INFORMATION ABOUT INVESCO COMSTOCK FUND (THE “FUND”) FOR THE PERIOD MAY 1, 2024 TO APRIL 30,"
1000145,1081400,0001193125-24-229958,2024-10-01,2024-07-31,9630,ML_PROBA=0.963046,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0001081400/2024-07-31/000119312524229958/d890863dncsr.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0001081400/2024-07-31/000119312524229958,"ITEM 1. REPORT TO STOCKHOLDERS ANNUAL SHAREHOLDER REPORT DISCIPLINED U.S. CORE FUND JULY 31, 2024 INSTITUTIONAL CLASS EVSIX THIS ANNUAL SHAREHOLDER REPORT CONTAINS IMPORTANT INFORMATION ABOUT DISCIPLINED U.S. CORE FU"
1000194,356682,0001193125-24-267131,2024-11-27,2024-09-30,9498,ML_PROBA=0.949820,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000356682/2024-09-30/000119312524267131/d23134dncsr.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000356682/2024-09-30/000119312524267131,"ITEM 1. REPORTS TO STOCKHOLDERS (A) CALVERT BALANCED FUND CLASS A CSIFX ANNUAL SHAREHOLDER REPORT SEPTEMBER 30, 2024 THIS ANNUAL SHAREHOLDER REPORT CONTAINS IMPORTANT INFORMATION ABOUT THE CALVERT BALANCED FUND FOR THE PERIOD OF OCTOBER 1, 2023 TO SEPTEMBER"
1000595,44402,0000898432-24-000879,2024-11-07,2024-08-31,9601,ML_PROBA=0.960145,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000044402/2024-08-31/000089843224000879/ncsr-nbef-updated.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000044402/2024-08-31/000089843224000879,"O4217:USD XBRLI:SHARES ISO4217:USD XBRLI:SHARES XBRLI:PURE UTR:D NEUBERGERBERMAN:HOLDING 0000044402 2023-09-01 2024-08-31 NEUBERGER BERMAN DIVIDEND GROWTH FUND ANNUAL SHAREHOLDER REPORT AUGUST 31, 2024 INSTITUTIONAL CLASS : NDGIX THIS ANNUAL SHAREHOLDER REPORT CONTAINS IMPORTANT INFORMATION ABOUT THE FUND FOR THE PERIOD OF SEPTEMBER 1, 2023 TO"
1000626,1081400,0001193125-24-229958,2024-10-01,2024-07-31,9630,ML_PROBA=0.963046,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0001081400/2024-07-31/000119312524229958/d890863dncsr.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0001081400/2024-07-31/000119312524229958,"ITEM 1. REPORT TO STOCKHOLDERS ANNUAL SHAREHOLDER REPORT DISCIPLINED U.S. CORE FUND JULY 31, 2024 INSTITUTIONAL CLASS EVSIX THIS ANNUAL SHAREHOLDER REPORT CONTAINS IMPORTANT INFORMATION ABOUT DISCIPLINED U.S. CORE FU"
1000628,1081400,0001193125-24-229958,2024-10-01,2024-07-31,9630,ML_PROBA=0.963046,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0001081400/2024-07-31/000119312524229958/d890863dncsr.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0001081400/2024-07-31/000119312524229958,"ITEM 1. REPORT TO STOCKHOLDERS ANNUAL SHAREHOLDER REPORT DISCIPLINED U.S. CORE FUND JULY 31, 2024 INSTITUTIONAL CLASS EVSIX THIS ANNUAL SHAREHOLDER REPORT CONTAINS IMPORTANT INFORMATION ABOUT DISCIPLINED U.S. CORE FU"
1000631,1329954,0001145549-25-029454,2025-05-09,2025-03-31,9429,ML_PROBA=0.942883,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0001329954/2025-03-31/000114554925029454/8dd8f3961d22f7d.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0001329954/2025-03-31/000114554925029454,"D THE FOLLOWING ANNUAL REPORTS TO SHAREHOLDERS FOR THE PERIOD ENDED MARCH 31, 2025: JOHN HANCOCK U.S. GROWTH FUND JOHN HANCOCK U.S. GROWTH FUND CLASS A / JSGAX ANNUAL SHAREHOLDER REPORT | MARCH 31, 2025 THIS ANNUAL SHAREHOLDER REPORT CONTAINS IMPORTANT INFORMATION ABOUT THE JOHN HANCOCK U.S. GROWTH FUND (THE FUND) FOR THE PERIOD OF APRIL 1, 20"
1000692,802716,0001004726-24-000154,2024-09-05,2024-06-30,9689,ML_PROBA=0.968900,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000802716/2024-06-30/000100472624000154/primary-document.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000802716/2024-06-30/000100472624000154,"RSINCCTIMEMBER 2024-06-30 ISO4217:USD XBRLI:SHARES ISO4217:USD XBRLI:SHARES XBRLI:PURE UTR:D VCM:HOLDING VICTORY INTEGRITY DISCOVERY FUND CLASS A TICKER: MMEAX ANNUAL SHAREHOLDER REPORT - JUNE 30, 2024 THE ANNUAL SHAREHOLDER REPORT CONTAINS IMPORTANT INFORMATION ABOUT VICTORY INTEGRITY DISCOVERY FUND (THE ""FUND"") FOR THE PERIOD OF JULY 1, 2023"
1000746,768847,0000930413-25-000892,2025-03-07,2024-12-31,9345,ML_PROBA=0.934492,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000768847/2024-12-31/000093041325000892/c111943_ncsr-ixbrl.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000768847/2024-12-31/000093041325000892,"ITEM 1. R EPORTS TO S TOCKHOLDERS . CM COMMODITY INDEX FUND CLASS A TICKER: CMCAX ANNUAL SHAREHOLDER REPORT - DECEMBER 31, 2024 THIS ANNUAL SHAREHOLDER REPORT CONTAINS IMPORTANT INFORMATION ABOUT THE CM COMMODITY INDEX FUND (THE ""FUND"") FOR THE PERIOD JANUARY 1, 2024"
1001041,853438,0001829126-25-001667,2025-03-10,2024-12-31,9646,ML_PROBA=0.964591,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000853438/2024-12-31/000182912625001667/value25_ncsr.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000853438/2024-12-31/000182912625001667,"SNETSECTORMEMBER 2024-12-31 ISO4217:USD XBRLI:SHARES ISO4217:USD XBRLI:SHARES XBRLI:PURE UTR:D GABELLI:HOLDING THE GABELLI VALUE 25 FUND INC. CLASS AAA - GVCAX ANNUAL SHAREHOLDER REPORT - DECEMBER 31, 2024 FUND OVERVIEW THIS ANNUAL SHAREHOLDER REPORT CONTAINS IMPORTANT INFORMATION ABOUT THE GABELLI VALUE 25 FUND INC. (THE FUND) FOR THE PERIOD"
1001273,751173,0001999371-25-000097,2025-01-03,2024-10-31,8488,ML_PROBA=0.848754,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000751173/2024-10-31/000199937125000097/mn-ncsr_103124.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000751173/2024-10-31/000199937125000097,"ITEM 1: REPORTS TO STOCKHOLDERS. (A) MANNING & NAPIER EQUITY SERIES TAILORED SHAREHOLDER REPORT MNEQY-S-10/24-AR THE MANNING & NAPIER FUND, INC. IS MANAGED BY MANNING & NAPIER ADVISORS, LLC. MANNING & NAPIER INVESTOR SERVICES, INC., AN AFFILIATE OF MANNIN"
1001274,751173,0001999371-25-000097,2025-01-03,2024-10-31,8488,ML_PROBA=0.848754,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000751173/2024-10-31/000199937125000097/mn-ncsr_103124.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000751173/2024-10-31/000199937125000097,"ITEM 1: REPORTS TO STOCKHOLDERS. (A) MANNING & NAPIER EQUITY SERIES TAILORED SHAREHOLDER REPORT MNEQY-S-10/24-AR THE MANNING & NAPIER FUND, INC. IS MANAGED BY MANNING & NAPIER ADVISORS, LLC. MANNING & NAPIER INVESTOR SERVICES, INC., AN AFFILIATE OF MANNIN"
1001453,351601,0000351601-24-000032,2024-12-27,2024-10-31,9718,ML_PROBA=0.971844,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000351601/2024-10-31/000035160124000032/primary-document.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000351601/2024-10-31/000035160124000032,"SL:OTHERMINUSSECTORCTIMEMBER 2024-10-31 ISO4217:USD XBRLI:SHARES ISO4217:USD XBRLI:SHARES XBRLI:PURE UTR:D RSL:HOLDING CONSERVATIVE STRATEGY FUND CLASS A RCLAX ANNUAL SHAREHOLDER REPORT OCTOBER 31, 2024 THIS ANNUAL SHAREHOLDER REPORT CONTAINS IMPORTANT INFORMATION ABOUT CONSERVATIVE STRATEGY FUND FOR THE PERIOD OF NOVEMBER 1, 2023 TO OCTOBER 3"
1001734,44402,0000898432-24-000879,2024-11-07,2024-08-31,9601,ML_PROBA=0.960145,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000044402/2024-08-31/000089843224000879/ncsr-nbef-updated.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000044402/2024-08-31/000089843224000879,"O4217:USD XBRLI:SHARES ISO4217:USD XBRLI:SHARES XBRLI:PURE UTR:D NEUBERGERBERMAN:HOLDING 0000044402 2023-09-01 2024-08-31 NEUBERGER BERMAN DIVIDEND GROWTH FUND ANNUAL SHAREHOLDER REPORT AUGUST 31, 2024 INSTITUTIONAL CLASS : NDGIX THIS ANNUAL SHAREHOLDER REPORT CONTAINS IMPORTANT INFORMATION ABOUT THE FUND FOR THE PERIOD OF SEPTEMBER 1, 2023 TO"
1001786,351601,0000351601-24-000032,2024-12-27,2024-10-31,9718,ML_PROBA=0.971844,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000351601/2024-10-31/000035160124000032/primary-document.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000351601/2024-10-31/000035160124000032,"SL:OTHERMINUSSECTORCTIMEMBER 2024-10-31 ISO4217:USD XBRLI:SHARES ISO4217:USD XBRLI:SHARES XBRLI:PURE UTR:D RSL:HOLDING CONSERVATIVE STRATEGY FUND CLASS A RCLAX ANNUAL SHAREHOLDER REPORT OCTOBER 31, 2024 THIS ANNUAL SHAREHOLDER REPORT CONTAINS IMPORTANT INFORMATION ABOUT CONSERVATIVE STRATEGY FUND FOR THE PERIOD OF NOVEMBER 1, 2023 TO OCTOBER 3"
1002092,1006415,0001193125-25-001898,2025-01-06,2024-10-31,9526,ML_PROBA=0.952586,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0001006415/2024-10-31/000119312525001898/d905284dncsr.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0001006415/2024-10-31/000119312525001898,"ITEM 1. REPORTS TO STOCKHOLDERS. (A) THE ANNUAL SHAREHOLDER REPORTS FOR EACH OF THE CAPITAL APPRECIATION FUND, HARTFORD CORE EQUITY FUND, THE HARTFORD DIVIDEND AND GROWTH FUND, THE HARTFORD EQUITY INCOME FUND, THE HARTFORD HEA"
1002250,44402,0000898432-24-000879,2024-11-07,2024-08-31,9601,ML_PROBA=0.960145,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000044402/2024-08-31/000089843224000879/ncsr-nbef-updated.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000044402/2024-08-31/000089843224000879,"O4217:USD XBRLI:SHARES ISO4217:USD XBRLI:SHARES XBRLI:PURE UTR:D NEUBERGERBERMAN:HOLDING 0000044402 2023-09-01 2024-08-31 NEUBERGER BERMAN DIVIDEND GROWTH FUND ANNUAL SHAREHOLDER REPORT AUGUST 31, 2024 INSTITUTIONAL CLASS : NDGIX THIS ANNUAL SHAREHOLDER REPORT CONTAINS IMPORTANT INFORMATION ABOUT THE FUND FOR THE PERIOD OF SEPTEMBER 1, 2023 TO"
1003041,31266,0001193125-24-285880,2024-12-27,2024-10-31,9573,ML_PROBA=0.957312,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000031266/2024-10-31/000119312524285880/d916311dncsr.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000031266/2024-10-31/000119312524285880,"ITEM 1. REPORTS TO STOCKHOLDERS EATON VANCE SHORT DURATION INFLATION-PROTECTED INCOME FUND CLASS A EARRX ANNUAL SHAREHOLDER REPORT OCTOBER 31, 2024 THIS ANNUAL SHAREHOLDER REPORT CONTAINS IMPORTANT INFORMATION ABOUT THE EATON VANCE SHORT DURATION INFLATION-PROTECTED INCOME FUND FOR THE PER"
1003226,202032,0001145549-25-015235,2025-02-28,2024-12-31,9362,ML_PROBA=0.936233,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000202032/2024-12-31/000114554925015235/8dd58211f539d15.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000202032/2024-12-31/000114554925015235,"REHOLDERS PURSUANT TO RULE 30E-1 UNDER THE INVESTMENT COMPANY ACT OF 1940, AS AMENDED (THE ""ACT"") IS AS FOLLOWS: INVESCO ACTIVE ALLOCATION FUND CLASS A : OAAAX ANNUAL SHAREHOLDER REPORT | DECEMBER 31, 2024 THIS ANNUAL SHAREHOLDER REPORT CONTAINS IMPORTANT INFORMATION ABOUT INVESCO ACTIVE ALLOCATION FUND (THE “FUND”) FOR THE PERIOD JANUARY 1, 2"
1003227,202032,0001145549-25-015235,2025-02-28,2024-12-31,9362,ML_PROBA=0.936233,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000202032/2024-12-31/000114554925015235/8dd58211f539d15.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000202032/2024-12-31/000114554925015235,"REHOLDERS PURSUANT TO RULE 30E-1 UNDER THE INVESTMENT COMPANY ACT OF 1940, AS AMENDED (THE ""ACT"") IS AS FOLLOWS: INVESCO ACTIVE ALLOCATION FUND CLASS A : OAAAX ANNUAL SHAREHOLDER REPORT | DECEMBER 31, 2024 THIS ANNUAL SHAREHOLDER REPORT CONTAINS IMPORTANT INFORMATION ABOUT INVESCO ACTIVE ALLOCATION FUND (THE “FUND”) FOR THE PERIOD JANUARY 1, 2"
1003228,202032,0001145549-25-015235,2025-02-28,2024-12-31,9362,ML_PROBA=0.936233,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000202032/2024-12-31/000114554925015235/8dd58211f539d15.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000202032/2024-12-31/000114554925015235,"REHOLDERS PURSUANT TO RULE 30E-1 UNDER THE INVESTMENT COMPANY ACT OF 1940, AS AMENDED (THE ""ACT"") IS AS FOLLOWS: INVESCO ACTIVE ALLOCATION FUND CLASS A : OAAAX ANNUAL SHAREHOLDER REPORT | DECEMBER 31, 2024 THIS ANNUAL SHAREHOLDER REPORT CONTAINS IMPORTANT INFORMATION ABOUT INVESCO ACTIVE ALLOCATION FUND (THE “FUND”) FOR THE PERIOD JANUARY 1, 2"
1003229,202032,0001145549-25-015235,2025-02-28,2024-12-31,9362,ML_PROBA=0.936233,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000202032/2024-12-31/000114554925015235/8dd58211f539d15.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000202032/2024-12-31/000114554925015235,"REHOLDERS PURSUANT TO RULE 30E-1 UNDER THE INVESTMENT COMPANY ACT OF 1940, AS AMENDED (THE ""ACT"") IS AS FOLLOWS: INVESCO ACTIVE ALLOCATION FUND CLASS A : OAAAX ANNUAL SHAREHOLDER REPORT | DECEMBER 31, 2024 THIS ANNUAL SHAREHOLDER REPORT CONTAINS IMPORTANT INFORMATION ABOUT INVESCO ACTIVE ALLOCATION FUND (THE “FUND”) FOR THE PERIOD JANUARY 1, 2"
1003249,880366,0001133228-24-009893,2024-10-30,2024-08-31,9861,ML_PROBA=0.986104,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000880366/2024-08-31/000113322824009893/lmpit-efp10274_ncsr.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000880366/2024-08-31/000113322824009893,"ITEM 1. REPORT TO STOCKHOLDERS. THE ANNUAL REPORT TO STOCKHOLDERS IS FILED HEREWITH. CLEARBRIDGE GROWTH FUND CLASS A [ SHRAX ] ANNUAL SHAREHOLDER REPORT | AUGUST 31, 2024 THIS ANNUAL SHAREHOLDER REPORT CONTAINS IMPORTANT INFORMATION ABOUT CLEARBRIDGE GROWTH FUND (PREVIOUSLY KNOWN AS CLEARBRIDGE AGGRESSIVE GROWT"
1009637,809593,0001193125-24-215932,2024-09-09,2024-06-30,9405,ML_PROBA=0.940478,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000809593/2024-06-30/000119312524215932/d868212dncsr.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000809593/2024-06-30/000119312524215932,"ITEM 1. REPORTS TO SHAREHOLDERS AMERICAN BEACON ARK TRANSFORMATIONAL INNOVATION FUND CLASS A : ADNAX ANNUAL SHAREHOLDER REPORT - JUNE 30, 2024 THIS ANNUAL SHAREHOLDER REPORT CONTAINS IMPORTANT INFORMATION ABOUT AMERICAN BEACON ARK TRANSFORMATIONAL INNOVATION FUND FOR THE PERIOD OF JULY"
1009638,809593,0001193125-24-215932,2024-09-09,2024-06-30,9405,ML_PROBA=0.940478,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000809593/2024-06-30/000119312524215932/d868212dncsr.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000809593/2024-06-30/000119312524215932,"ITEM 1. REPORTS TO SHAREHOLDERS AMERICAN BEACON ARK TRANSFORMATIONAL INNOVATION FUND CLASS A : ADNAX ANNUAL SHAREHOLDER REPORT - JUNE 30, 2024 THIS ANNUAL SHAREHOLDER REPORT CONTAINS IMPORTANT INFORMATION ABOUT AMERICAN BEACON ARK TRANSFORMATIONAL INNOVATION FUND FOR THE PERIOD OF JULY"
1009944,1090372,0001133228-24-010131,2024-11-08,2024-08-31,8027,ML_PROBA=0.802683,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0001090372/2024-08-31/000113322824010131/jhcf-efp10226_ncsr.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0001090372/2024-08-31/000113322824010131,"ITEM 1. REPORTS TO STOCKHOLDERS. (A) JACOB INTERNET FUND INVESTOR CLASS | JAMFX ANNUAL SHAREHOLDER REPORT | AUGUST 31, 2024 THIS ANNUAL SHAREHOLDER REPORT CONTAINS IMPORTANT INFORMATION ABOUT THE JACOB INTERNET FUND FOR THE PERIOD OF SEPTEMBER 1, 2023, TO AUGUST 31"
1010419,1265389,0001193125-25-020514,2025-02-05,2024-11-30,9650,ML_PROBA=0.964954,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0001265389/2024-11-30/000119312525020514/d883820dncsr.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0001265389/2024-11-30/000119312525020514,"T TRANSMITTED TO SHAREHOLDERS PURSUANT TO RULE 30E-1 UNDER THE INVESTMENT COMPANY ACT OF 1940 IS AS FOLLOWS: PIONEER SELECT MID CAP GROWTH FUND CLASS A / PGOFX ANNUAL SHAREHOLDER REPORT | NOVEMBER 30, 2024 THIS ANNUAL SHAREHOLDER REPORT CONTAINS IMPORTANT INFORMATION ABOUT PIONEER SELECT MID CAP GROWTH FUND (“FUND”) FOR THE PERIOD OF DECEMBER"
1010426,809593,0001193125-24-215932,2024-09-09,2024-06-30,9405,ML_PROBA=0.940478,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000809593/2024-06-30/000119312524215932/d868212dncsr.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000809593/2024-06-30/000119312524215932,"ITEM 1. REPORTS TO SHAREHOLDERS AMERICAN BEACON ARK TRANSFORMATIONAL INNOVATION FUND CLASS A : ADNAX ANNUAL SHAREHOLDER REPORT - JUNE 30, 2024 THIS ANNUAL SHAREHOLDER REPORT CONTAINS IMPORTANT INFORMATION ABOUT AMERICAN BEACON ARK TRANSFORMATIONAL INNOVATION FUND FOR THE PERIOD OF JULY"
1010536,1959372,0001133228-25-006025,2025-06-04,2025-03-31,9671,ML_PROBA=0.967116,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0001959372/2025-03-31/000113322825006025/a-efp15629_ncsr.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0001959372/2025-03-31/000113322825006025,"ITEM 1. REPORTS TO STOCKHOLDERS. (A) ARISTOTLE CORE BOND FUND CLASS I | PLEBX ANNUAL SHAREHOLDER REPORT | MARCH 31, 2025 THIS ANNUAL SHAREHOLDER REPORT CONTAINS IMPORTANT INFORMATION ABOUT THE ARISTOTLE CORE BOND FUND FOR THE PERIOD OF APRIL 1, 2024, TO MARCH 31,"
1010672,809593,0001193125-24-215932,2024-09-09,2024-06-30,9405,ML_PROBA=0.940478,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000809593/2024-06-30/000119312524215932/d868212dncsr.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000809593/2024-06-30/000119312524215932,"ITEM 1. REPORTS TO SHAREHOLDERS AMERICAN BEACON ARK TRANSFORMATIONAL INNOVATION FUND CLASS A : ADNAX ANNUAL SHAREHOLDER REPORT - JUNE 30, 2024 THIS ANNUAL SHAREHOLDER REPORT CONTAINS IMPORTANT INFORMATION ABOUT AMERICAN BEACON ARK TRANSFORMATIONAL INNOVATION FUND FOR THE PERIOD OF JULY"
1010901,1081400,0001193125-24-229958,2024-10-01,2024-07-31,9630,ML_PROBA=0.963046,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0001081400/2024-07-31/000119312524229958/d890863dncsr.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0001081400/2024-07-31/000119312524229958,"ITEM 1. REPORT TO STOCKHOLDERS ANNUAL SHAREHOLDER REPORT DISCIPLINED U.S. CORE FUND JULY 31, 2024 INSTITUTIONAL CLASS EVSIX THIS ANNUAL SHAREHOLDER REPORT CONTAINS IMPORTANT INFORMATION ABOUT DISCIPLINED U.S. CORE FU"
